codCliente,codPoliza,Edad,Ramo,Y,Salud,Vida,Autos,Cumplimiento,Patrimoniales,Otros
58825,23559,34,Vida,Patrimoniales,0,1,0,0,0,0
58829,23570,35,Vida,Patrimoniales,0,1,0,0,0,0
58832,23736,34,Vida,Patrimoniales,0,1,0,0,0,0
58832,23162,34,Patrimoniales,Autos,0,1,0,0,1,0
58841,23596,33,Vida,Patrimoniales,0,1,0,0,0,0
58841,88660,33,Patrimoniales,Salud,0,1,0,0,1,0
58845,23368,33,Salud,Patrimoniales,1,0,0,0,0,0
58845,23293,33,Patrimoniales,Vida,1,0,0,0,1,0
58847,23721,33,Vida,Salud,0,1,0,0,0,0
58847,23484,33,Salud,Autos,1,1,0,0,0,0
58847,29448,33,Autos,Patrimoniales,1,1,1,0,0,0
58848,23270,33,Patrimoniales,Salud,0,0,0,0,1,0
58848,23495,33,Salud,Vida,1,0,0,0,1,0
58849,52907,33,Vida,Patrimoniales,0,1,0,0,0,0
58850,23938,33,Vida,Salud,0,1,0,0,0,0
58851,164810,33,Patrimoniales,Vida,0,0,0,0,1,0
58852,23825,32,Vida,Patrimoniales,0,1,0,0,0,0
58852,23277,32,Patrimoniales,Salud,0,1,0,0,1,0
58856,108084,31,Vida,Salud,0,1,0,0,0,0
58857,23610,31,Vida,Autos,0,1,0,0,0,0
58866,22981,29,Autos,Salud,0,0,1,0,0,0
58867,217126,28,Salud,Vida,1,0,0,0,0,0
58874,23780,36,Vida,Salud,0,1,0,0,0,0
58879,23706,36,Vida,Salud,0,1,0,0,0,0
58880,22936,35,Autos,Vida,0,0,1,0,0,0
58887,59621,33,Patrimoniales,Vida,0,0,0,0,1,0
58889,23205,33,Cumplimiento,Vida,0,0,0,1,0,0
58895,23591,29,Vida,Salud,0,1,0,0,0,0
58899,23223,33,Patrimoniales,Vida,0,0,0,0,1,0
58901,44187,33,Salud,Vida,1,0,0,0,0,0
58926,23673,32,Vida,Patrimoniales,0,1,0,0,0,0
58929,23478,0,Vida,Autos,0,1,0,0,0,0
58935,90620,33,Vida,Autos,0,1,0,0,0,0
58937,22863,28,Autos,Patrimoniales,0,0,1,0,0,0
58944,23412,38,Salud,Vida,1,0,0,0,0,0
58950,23924,36,Vida,Salud,0,1,0,0,0,0
58952,23469,35,Vida,Patrimoniales,0,1,0,0,0,0
58959,22943,37,Autos,Salud,0,0,1,0,0,0
58960,23452,36,Salud,Autos,1,0,0,0,0,0
58968,23459,33,Salud,Patrimoniales,1,0,0,0,0,0
58969,23188,37,Patrimoniales,Salud,0,0,0,0,1,0
58969,23360,37,Salud,Vida,1,0,0,0,1,0
58973,58409,34,Patrimoniales,Vida,0,0,0,0,1,0
58973,90627,34,Vida,Salud,0,1,0,0,1,0
58974,23785,34,Vida,Patrimoniales,0,1,0,0,0,0
58977,23880,38,Vida,Salud,0,1,0,0,0,0
58981,23218,38,Patrimoniales,Salud,0,0,0,0,1,0
58984,23859,34,Vida,Salud,0,1,0,0,0,0
58990,24003,34,Vida,Patrimoniales,0,1,0,0,0,0
58993,23441,33,Salud,Patrimoniales,1,0,0,0,0,0
58993,23220,33,Patrimoniales,Vida,1,0,0,0,1,0
59000,23771,28,Vida,Salud,0,1,0,0,0,0
59002,23239,35,Patrimoniales,Salud,0,0,0,0,1,0
59003,23251,35,Patrimoniales,Vida,0,0,0,0,1,0
59005,151814,34,Patrimoniales,Salud,0,0,0,0,1,0
59007,23709,33,Vida,Salud,0,1,0,0,0,0
59011,22993,32,Autos,Vida,0,0,1,0,0,0
59012,23518,32,Vida,Salud,0,1,0,0,0,0
59013,23384,31,Salud,Autos,1,0,0,0,0,0
59013,22881,31,Autos,Vida,1,0,1,0,0,0
59018,23864,33,Vida,Salud,0,1,0,0,0,0
59028,23590,64,Vida,Salud,0,1,0,0,0,0
59030,23547,70,Vida,Salud,0,1,0,0,0,0
59031,23708,43,Vida,Autos,0,1,0,0,0,0
59031,22876,43,Autos,Patrimoniales,0,1,1,0,0,0
59041,23651,49,Vida,Autos,0,1,0,0,0,0
59051,161141,0,Salud,Vida,1,0,0,0,0,0
59051,160648,0,Vida,Patrimoniales,1,1,0,0,0,0
59055,23713,45,Vida,Salud,0,1,0,0,0,0
59057,24013,45,Vida,Patrimoniales,0,1,0,0,0,0
59058,23818,43,Vida,Salud,0,1,0,0,0,0
59058,23287,43,Salud,Patrimoniales,1,1,0,0,0,0
59060,23722,42,Vida,Salud,0,1,0,0,0,0
59061,22906,42,Autos,Vida,0,0,1,0,0,0
59062,23624,41,Vida,Patrimoniales,0,1,0,0,0,0
59062,88654,41,Patrimoniales,Salud,0,1,0,0,1,0
59069,24043,78,Salud,Autos,1,0,0,0,0,0
59070,22887,76,Autos,Patrimoniales,0,0,1,0,0,0
59070,23186,76,Patrimoniales,Salud,0,0,1,0,1,0
59089,23622,43,Vida,Patrimoniales,0,1,0,0,0,0
59090,22866,61,Autos,Vida,0,0,1,0,0,0
59093,23380,63,Salud,Cumplimiento,1,0,0,0,0,0
59093,90605,63,Cumplimiento,Vida,1,0,0,1,0,0
59099,23264,54,Salud,Patrimoniales,1,0,0,0,0,0
59110,99450,66,Patrimoniales,Salud,0,0,0,0,1,0
59113,23196,65,Patrimoniales,Vida,0,0,0,0,1,0
59115,23201,63,Patrimoniales,Autos,0,0,0,0,1,0
59121,23333,58,Salud,Autos,1,0,0,0,0,0
59123,23332,57,Salud,Vida,1,0,0,0,0,0
59125,23202,70,Patrimoniales,Salud,0,0,0,0,1,0
59151,128668,54,Autos,Vida,0,0,1,0,0,0
59157,44007,48,Vida,Salud,0,1,0,0,0,0
59160,23625,40,Vida,Autos,0,1,0,0,0,0
59164,200687,52,Salud,Autos,1,0,0,0,0,0
59167,23500,44,Vida,Salud,0,1,0,0,0,0
59167,23376,44,Salud,Autos,1,1,0,0,0,0
59170,23888,43,Vida,Autos,0,1,0,0,0,0
59176,23693,63,Vida,Salud,0,1,0,0,0,0
59179,23656,45,Vida,Salud,0,1,0,0,0,0
59189,22860,70,Autos,Patrimoniales,0,0,1,0,0,0
59189,23199,70,Patrimoniales,Salud,0,0,1,0,1,0
59193,29167,68,Autos,Vida,0,0,1,0,0,0
59197,23323,67,Salud,Cumplimiento,1,0,0,0,0,0
59208,23304,63,Salud,Vida,1,0,0,0,0,0
59211,23336,61,Salud,Autos,1,0,0,0,0,0
59211,100627,61,Autos,Vida,1,0,1,0,0,0
59213,23490,55,Vida,Autos,0,1,0,0,0,0
59223,23826,46,Vida,Autos,0,1,0,0,0,0
59233,23317,63,Salud,Patrimoniales,1,0,0,0,0,0
59233,23237,63,Patrimoniales,Vida,1,0,0,0,1,0
59238,163926,60,Cumplimiento,Salud,0,0,0,1,0,0
59243,23833,52,Vida,Salud,0,1,0,0,0,0
59260,23598,40,Vida,Patrimoniales,0,1,0,0,0,0
59260,23275,40,Patrimoniales,Salud,0,1,0,0,1,0
59262,23576,40,Vida,Salud,0,1,0,0,0,0
59265,23603,55,Vida,Patrimoniales,0,1,0,0,0,0
59270,59623,43,Autos,Vida,0,0,1,0,0,0
59271,23390,43,Salud,Vida,1,0,0,0,0,0
59276,22893,78,Autos,Patrimoniales,0,0,1,0,0,0
59277,23182,78,Patrimoniales,Salud,0,0,0,0,1,0
59280,22884,74,Autos,Patrimoniales,0,0,1,0,0,0
59281,23876,44,Vida,Salud,0,1,0,0,0,0
59281,23401,44,Salud,Autos,1,1,0,0,0,0
59285,23931,41,Vida,Salud,0,1,0,0,0,0
59287,23517,41,Vida,Salud,0,1,0,0,0,0
59294,23341,59,Salud,Vida,1,0,0,0,0,0
59294,23848,59,Vida,Autos,1,1,0,0,0,0
59295,23822,57,Vida,Salud,0,1,0,0,0,0
59295,23443,57,Salud,Autos,1,1,0,0,0,0
59296,23347,56,Salud,Vida,1,0,0,0,0,0
59297,22895,55,Autos,Vida,0,0,1,0,0,0
59297,23678,55,Vida,Patrimoniales,0,1,1,0,0,0
59306,23847,0,Vida,Patrimoniales,0,1,0,0,0,0
59308,22911,45,Autos,Salud,0,0,1,0,0,0
59314,22916,63,Autos,Salud,0,0,1,0,0,0
59315,23338,54,Salud,Vida,1,0,0,0,0,0
59315,23650,54,Vida,Patrimoniales,1,1,0,0,0,0
59319,23160,61,Patrimoniales,Salud,0,0,0,0,1,0
59319,23432,61,Salud,Autos,1,0,0,0,1,0
59322,23351,36,Salud,Autos,1,0,0,0,0,0
59325,23431,43,Salud,Vida,1,0,0,0,0,0
59493,158404,37,Autos,Salud,0,0,1,0,0,0
59493,24651,37,Salud,Vida,1,0,1,0,0,0
59495,88912,34,Vida,Salud,0,1,0,0,0,0
59497,158427,34,Autos,Vida,0,0,1,0,0,0
59499,177331,0,Autos,Salud,0,0,1,0,0,0
59504,158379,0,Autos,Salud,0,0,1,0,0,0
59514,24669,39,Salud,Autos,1,0,0,0,0,0
59530,24393,30,Cumplimiento,Patrimoniales,0,0,0,1,0,0
59533,24691,33,Salud,Autos,1,0,0,0,0,0
59546,199693,44,Autos,Vida,0,0,1,0,0,0
59546,24893,44,Vida,Salud,0,1,1,0,0,0
59549,24139,30,Autos,Vida,0,0,1,0,0,0
59553,24155,42,Autos,Salud,0,0,1,0,0,0
59553,24607,42,Salud,Vida,1,0,1,0,0,0
59557,158389,59,Autos,Salud,0,0,1,0,0,0
59563,24701,72,Vida,Autos,0,1,0,0,0,0
59566,24797,51,Vida,Cumplimiento,0,1,0,0,0,0
59567,24829,43,Vida,Salud,0,1,0,0,0,0
59575,199685,49,Autos,Salud,0,0,1,0,0,0
59576,24853,68,Vida,Patrimoniales,0,1,0,0,0,0
59587,24681,43,Salud,Autos,1,0,0,0,0,0
59593,24605,70,Salud,Patrimoniales,1,0,0,0,0,0
59598,24538,67,Patrimoniales,Vida,0,0,0,0,1,0
59604,24576,68,Patrimoniales,Autos,0,0,0,0,1,0
59606,24817,66,Vida,Patrimoniales,0,1,0,0,0,0
59617,180992,41,Autos,Salud,0,0,1,0,0,0
59617,24671,41,Salud,Patrimoniales,1,0,1,0,0,0
59622,24725,39,Vida,Autos,0,1,0,0,0,0
59622,103560,39,Autos,Salud,0,1,1,0,0,0
59625,158382,44,Patrimoniales,Vida,0,0,0,0,1,0
59635,24923,54,Vida,Salud,0,1,0,0,0,0
59639,24771,50,Vida,Salud,0,1,0,0,0,0
59641,199689,49,Autos,Salud,0,0,1,0,0,0
59644,24197,43,Autos,Vida,0,0,1,0,0,0
59654,158387,52,Autos,Salud,0,0,1,0,0,0
59657,24885,68,Vida,Autos,0,1,0,0,0,0
59664,24803,64,Vida,Salud,0,1,0,0,0,0
59666,24677,65,Salud,Vida,1,0,0,0,0,0
59673,24929,62,Vida,Salud,0,1,0,0,0,0
59677,24795,41,Vida,Cumplimiento,0,1,0,0,0,0
59677,188194,41,Cumplimiento,Autos,0,1,0,1,0,0
59681,24915,42,Vida,Autos,0,1,0,0,0,0
59683,169527,44,Vida,Salud,0,1,0,0,0,0
59704,53885,40,Autos,Patrimoniales,0,0,1,0,0,0
59704,24510,40,Patrimoniales,Salud,0,0,1,0,1,0
59715,58384,42,Vida,Patrimoniales,0,1,0,0,0,0
59718,24935,76,Salud,Autos,1,0,0,0,0,0
59718,158396,76,Autos,Patrimoniales,1,0,1,0,0,0
59720,24257,45,Autos,Salud,0,0,1,0,0,0
59722,158410,53,Autos,Vida,0,0,1,0,0,0
59732,24851,48,Vida,Salud,0,1,0,0,0,0
59732,24689,48,Salud,Autos,1,1,0,0,0,0
59733,24815,44,Vida,Cumplimiento,0,1,0,0,0,0
59746,24813,42,Vida,Salud,0,1,0,0,0,0
59746,24645,42,Salud,Autos,1,1,0,0,0,0
59750,188219,30,Autos,Vida,0,0,1,0,0,0
60023,25036,36,Vida,Salud,0,1,0,0,0,0
60027,25010,34,Vida,Salud,0,1,0,0,0,0
60036,175292,39,Vida,Autos,0,1,0,0,0,0
60050,24860,0,Salud,Autos,1,0,0,0,0,0
60053,25082,32,Vida,Autos,0,1,0,0,0,0
60057,25031,0,Vida,Autos,0,1,0,0,0,0
60066,24569,0,Patrimoniales,Autos,0,0,0,0,1,0
60067,24485,0,Cumplimiento,Vida,0,0,0,1,0,0
60074,24936,36,Vida,Cumplimiento,0,1,0,0,0,0
60074,24463,36,Cumplimiento,Autos,0,1,0,1,0,0
60078,25052,35,Vida,Autos,0,1,0,0,0,0
60083,24996,0,Vida,Autos,0,1,0,0,0,0
60083,187560,0,Autos,Salud,0,1,1,0,0,0
60091,24997,36,Vida,Patrimoniales,0,1,0,0,0,0
60093,24838,33,Salud,Vida,1,0,0,0,0,0
60122,24756,39,Salud,Vida,1,0,0,0,0,0
60130,24772,36,Salud,Cumplimiento,1,0,0,0,0,0
60130,95003,36,Cumplimiento,Vida,1,0,0,1,0,0
60131,24986,37,Vida,Autos,0,1,0,0,0,0
60133,25006,37,Vida,Salud,0,1,0,0,0,0
60135,24646,0,Salud,Autos,1,0,0,0,0,0
60136,24840,35,Vida,Patrimoniales,0,1,0,0,0,0
60138,96594,36,Autos,Salud,0,0,1,0,0,0
60138,24876,36,Salud,Vida,1,0,1,0,0,0
60145,24993,36,Vida,Patrimoniales,0,1,0,0,0,0
60145,24497,36,Patrimoniales,Salud,0,1,0,0,1,0
60146,103431,33,Autos,Vida,0,0,1,0,0,0
60149,24790,34,Salud,Vida,1,0,0,0,0,0
60156,25038,35,Vida,Salud,0,1,0,0,0,0
60185,96588,41,Autos,Salud,0,0,1,0,0,0
60185,24731,41,Salud,Vida,1,0,1,0,0,0
60185,39223,41,Vida,Cumplimiento,1,1,1,0,0,0
60197,24318,60,Cumplimiento,Patrimoniales,0,0,0,1,0,0
60200,199616,44,Autos,Salud,0,0,1,0,0,0
60202,24968,69,Vida,Salud,0,1,0,0,0,0
60216,24722,49,Salud,Vida,1,0,0,0,0,0
60222,24594,68,Patrimoniales,Salud,0,0,0,0,1,0
60224,24884,0,Vida,Salud,0,1,0,0,0,0
60225,25084,80,Salud,Patrimoniales,1,0,0,0,0,0
60229,25087,74,Salud,Vida,1,0,0,0,0,0
60231,24077,72,Autos,Vida,0,0,1,0,0,0
60232,25021,70,Vida,Salud,0,1,0,0,0,0
60233,25032,68,Vida,Autos,0,1,0,0,0,0
60238,25025,45,Vida,Cumplimiento,0,1,0,0,0,0
60239,24961,44,Vida,Cumplimiento,0,1,0,0,0,0
60239,24348,44,Cumplimiento,Salud,0,1,0,1,0,0
60250,24549,63,Patrimoniales,Salud,0,0,0,0,1,0
60250,24690,63,Salud,Vida,1,0,0,0,1,0
60251,24965,69,Vida,Salud,0,1,0,0,0,0
60253,24531,67,Patrimoniales,Vida,0,0,0,0,1,0
60255,25030,66,Vida,Autos,0,1,0,0,0,0
60276,24800,50,Vida,Autos,0,1,0,0,0,0
60277,24658,48,Salud,Vida,1,0,0,0,0,0
60278,24963,49,Vida,Salud,0,1,0,0,0,0
60279,24662,47,Salud,Vida,1,0,0,0,0,0
60279,24918,47,Vida,Autos,1,1,0,0,0,0
60279,199615,47,Autos,Patrimoniales,1,1,1,0,0,0
60281,24654,55,Salud,Vida,1,0,0,0,0,0
60285,96612,46,Autos,Vida,0,0,1,0,0,0
60290,24068,41,Autos,Salud,0,0,1,0,0,0
60290,24676,41,Salud,Vida,1,0,1,0,0,0
60293,24940,40,Vida,Salud,0,1,0,0,0,0
60307,24583,71,Patrimoniales,Autos,0,0,0,0,1,0
60307,24090,71,Autos,Salud,0,0,1,0,1,0
60307,24766,71,Salud,Vida,1,0,1,0,1,0
60320,24222,43,Cumplimiento,Vida,0,0,0,1,0,0
60321,24908,43,Vida,Salud,0,1,0,0,0,0
60321,24616,43,Salud,Autos,1,1,0,0,0,0
60321,24044,43,Autos,Cumplimiento,1,1,1,0,0,0
60322,63209,42,Vida,Autos,0,1,0,0,0,0
60322,24156,42,Autos,Salud,0,1,1,0,0,0
60325,24912,45,Vida,Salud,0,1,0,0,0,0
60327,24954,0,Vida,Autos,0,1,0,0,0,0
60328,24590,44,Patrimoniales,Salud,0,0,0,0,1,0
60331,24148,0,Autos,Vida,0,0,1,0,0,0
60331,99461,0,Vida,Patrimoniales,0,1,1,0,0,0
60331,24561,0,Patrimoniales,Salud,0,1,1,0,1,0
60334,25074,48,Vida,Autos,0,1,0,0,0,0
60336,24776,69,Salud,Autos,1,0,0,0,0,0
60343,24626,0,Salud,Autos,1,0,0,0,0,0
60348,25044,49,Vida,Autos,0,1,0,0,0,0
60348,96603,49,Autos,Salud,0,1,1,0,0,0
60349,195183,48,Salud,Vida,1,0,0,0,0,0
60351,25000,47,Vida,Salud,0,1,0,0,0,0
60351,24736,47,Salud,Patrimoniales,1,1,0,0,0,0
60354,24910,0,Vida,Autos,0,1,0,0,0,0
60356,24983,43,Vida,Salud,0,1,0,0,0,0
60364,103608,41,Autos,Salud,0,0,1,0,0,0
60383,25041,51,Vida,Autos,0,1,0,0,0,0
60384,24342,0,Cumplimiento,Autos,0,0,0,1,0,0
60384,187562,0,Autos,Salud,0,0,1,1,0,0
60387,24503,49,Cumplimiento,Vida,0,0,0,1,0,0
60396,96589,40,Autos,Cumplimiento,0,0,1,0,0,0
60398,100817,0,Autos,Vida,0,0,1,0,0,0
60543,26285,40,Salud,Autos,1,0,0,0,0,0
66169,158508,31,Autos,Vida,0,0,1,0,0,0
66548,193012,57,Autos,Vida,0,0,1,0,0,0
66550,155177,52,Vida,Salud,0,1,0,0,0,0
66558,26717,38,Vida,Autos,0,1,0,0,0,0
66558,186565,38,Autos,Salud,0,1,1,0,0,0
66561,26722,60,Vida,Autos,0,1,0,0,0,0
66561,27715,60,Autos,Salud,0,1,1,0,0,0
66562,178006,38,Autos,Vida,0,0,1,0,0,0
66567,26743,35,Autos,Vida,0,0,1,0,0,0
66567,97601,35,Vida,Salud,0,1,1,0,0,0
66571,156257,34,Vida,Autos,0,1,0,0,0,0
66575,26847,35,Patrimoniales,Salud,0,0,0,0,1,0
66579,28414,56,Salud,Vida,1,0,0,0,0,0
66581,26989,45,Salud,Autos,1,0,0,0,0,0
66585,27030,0,Salud,Autos,1,0,0,0,0,0
66585,207452,0,Autos,Patrimoniales,1,0,1,0,0,0
66585,26853,0,Patrimoniales,Vida,1,0,1,0,1,0
66591,26781,36,Vida,Salud,0,1,0,0,0,0
66592,26782,41,Salud,Vida,1,0,0,0,0,0
66595,26859,61,Patrimoniales,Autos,0,0,0,0,1,0
66601,26864,40,Patrimoniales,Vida,0,0,0,0,1,0
66614,121171,44,Vida,Patrimoniales,0,1,0,0,0,0
66617,26876,40,Salud,Vida,1,0,0,0,0,0
66617,28494,40,Vida,Autos,1,1,0,0,0,0
66627,28479,61,Vida,Salud,0,1,0,0,0,0
66628,177408,0,Autos,Vida,0,0,1,0,0,0
66635,28459,43,Vida,Patrimoniales,0,1,0,0,0,0
66635,119159,43,Patrimoniales,Autos,0,1,0,0,1,0
66635,26894,43,Autos,Salud,0,1,1,0,1,0
66639,26896,43,Salud,Autos,1,0,0,0,0,0
66641,26897,54,Vida,Autos,0,1,0,0,0,0
66642,26808,28,Autos,Salud,0,0,1,0,0,0
66649,26903,68,Autos,Vida,0,0,1,0,0,0
66651,26904,65,Salud,Vida,1,0,0,0,0,0
66651,96850,65,Vida,Patrimoniales,1,1,0,0,0,0
66651,28328,65,Patrimoniales,Autos,1,1,0,0,1,0
66655,26815,28,Vida,Autos,0,1,0,0,0,0
66658,26909,66,Salud,Autos,1,0,0,0,0,0
66660,26911,49,Salud,Vida,1,0,0,0,0,0
66667,26916,46,Salud,Autos,1,0,0,0,0,0
66667,158333,46,Autos,Vida,1,0,1,0,0,0
66667,26915,46,Vida,Patrimoniales,1,1,1,0,0,0
66675,211729,64,Autos,Salud,0,0,1,0,0,0
66677,27744,31,Patrimoniales,Cumplimiento,0,0,0,0,1,0
66681,28326,70,Patrimoniales,Autos,0,0,0,0,1,0
66681,28170,70,Autos,Salud,0,0,1,0,1,0
66682,99472,53,Salud,Vida,1,0,0,0,0,0
66685,26831,48,Autos,Patrimoniales,0,0,1,0,0,0
66686,119102,42,Salud,Vida,1,0,0,0,0,0
66692,28438,68,Vida,Patrimoniales,0,1,0,0,0,0
66699,28190,55,Autos,Salud,0,0,1,0,0,0
66701,121013,61,Vida,Autos,0,1,0,0,0,0
66701,28157,61,Autos,Patrimoniales,0,1,1,0,0,0
66701,26935,61,Patrimoniales,Salud,0,1,1,0,1,0
66701,176129,61,Salud,Cumplimiento,1,1,1,0,1,0
66703,119866,48,Autos,Patrimoniales,0,0,1,0,0,0
66703,118769,48,Patrimoniales,Vida,0,0,1,0,1,0
66707,26940,42,Salud,Autos,1,0,0,0,0,0
66711,28443,39,Vida,Salud,0,1,0,0,0,0
66713,158311,0,Autos,Vida,0,0,1,0,0,0
66714,120241,43,Autos,Vida,0,0,1,0,0,0
66714,28441,43,Vida,Salud,0,1,1,0,0,0
66721,120142,38,Autos,Vida,0,0,1,0,0,0
66721,26951,38,Vida,Salud,0,1,1,0,0,0
66722,66168,40,Vida,Salud,0,1,0,0,0,0
66728,220590,41,Autos,Salud,0,0,1,0,0,0
66728,28422,41,Salud,Vida,1,0,1,0,0,0
66733,153796,40,Autos,Salud,0,0,1,0,0,0
66735,28457,42,Vida,Patrimoniales,0,1,0,0,0,0
66735,28203,42,Patrimoniales,Salud,0,1,0,0,1,0
66737,121145,67,Vida,Salud,0,1,0,0,0,0
66743,28351,49,Patrimoniales,Salud,0,0,0,0,1,0
66743,26964,49,Salud,Vida,1,0,0,0,1,0
66755,26973,34,Patrimoniales,Autos,0,0,0,0,1,0
66755,172877,34,Autos,Vida,0,0,1,0,1,0
66764,26979,44,Vida,Salud,0,1,0,0,0,0
66765,26981,41,Vida,Patrimoniales,0,1,0,0,0,0
66772,26992,37,Salud,Patrimoniales,1,0,0,0,0,0
66773,164675,32,Autos,Vida,0,0,1,0,0,0
66776,120274,70,Autos,Salud,0,0,1,0,0,0
66776,26997,70,Salud,Vida,1,0,1,0,0,0
66780,28453,46,Vida,Salud,0,1,0,0,0,0
66782,119975,33,Autos,Salud,0,0,1,0,0,0
66783,28449,33,Vida,Salud,0,1,0,0,0,0
66783,27008,33,Salud,Patrimoniales,1,1,0,0,0,0
66784,27009,33,Vida,Autos,0,1,0,0,0,0
66784,153832,33,Autos,Salud,0,1,1,0,0,0
66785,27011,32,Salud,Patrimoniales,1,0,0,0,0,0
66791,121160,35,Vida,Patrimoniales,0,1,0,0,0,0
66798,202669,37,Autos,Vida,0,0,1,0,0,0
66808,125004,39,Vida,Salud,0,1,0,0,0,0
66808,27354,39,Salud,Patrimoniales,1,1,0,0,0,0
66808,134946,39,Patrimoniales,Autos,1,1,0,0,1,0
66811,27042,77,Cumplimiento,Patrimoniales,0,0,0,1,0,0
66817,59617,54,Patrimoniales,Salud,0,0,0,0,1,0
66820,27115,53,Patrimoniales,Vida,0,0,0,0,1,0
66820,27257,53,Vida,Salud,0,1,0,0,1,0
66824,27117,43,Autos,Vida,0,0,1,0,0,0
66827,28467,29,Vida,Autos,0,1,0,0,0,0
66827,119983,29,Autos,Patrimoniales,0,1,1,0,0,0
66827,202688,29,Patrimoniales,Salud,0,1,1,0,1,0
66828,133161,41,Vida,Patrimoniales,0,1,0,0,0,0
66831,27121,48,Vida,Autos,0,1,0,0,0,0
66832,27122,44,Vida,Salud,0,1,0,0,0,0
66833,196895,42,Autos,Vida,0,0,1,0,0,0
66834,27123,46,Vida,Salud,0,1,0,0,0,0
66834,126473,46,Salud,Autos,1,1,0,0,0,0
66843,158338,0,Autos,Salud,0,0,1,0,0,0
66855,27436,36,Vida,Salud,0,1,0,0,0,0
66855,27437,36,Salud,Patrimoniales,1,1,0,0,0,0
66855,96895,36,Patrimoniales,Autos,1,1,0,0,1,0
66858,98993,39,Autos,Patrimoniales,0,0,1,0,0,0
66860,27453,40,Vida,Patrimoniales,0,1,0,0,0,0
66860,27885,40,Patrimoniales,Salud,0,1,0,0,1,0
66862,27495,68,Autos,Patrimoniales,0,0,1,0,0,0
66864,224763,41,Patrimoniales,Autos,0,0,0,0,1,0
66864,217089,41,Autos,Salud,0,0,1,0,1,0
66870,27077,36,Salud,Vida,1,0,0,0,0,0
66870,27076,36,Vida,Autos,1,1,0,0,0,0
66881,27147,37,Vida,Salud,0,1,0,0,0,0
66884,27312,56,Cumplimiento,Vida,0,0,0,1,0,0
66889,84617,0,Autos,Vida,0,0,1,0,0,0
66889,27152,0,Vida,Salud,0,1,1,0,0,0
66890,28489,48,Vida,Salud,0,1,0,0,0,0
66899,27391,36,Salud,Vida,1,0,0,0,0,0
66899,27390,36,Vida,Autos,1,1,0,0,0,0
66899,27814,36,Autos,Patrimoniales,1,1,1,0,0,0
66903,27544,60,Autos,Vida,0,0,1,0,0,0
66903,96894,60,Vida,Patrimoniales,0,1,1,0,0,0
66903,27158,60,Patrimoniales,Salud,0,1,1,0,1,0
66910,27268,43,Vida,Salud,0,1,0,0,0,0
66913,27946,35,Salud,Patrimoniales,1,0,0,0,0,0
66917,27168,49,Vida,Salud,0,1,0,0,0,0
66918,27232,64,Vida,Patrimoniales,0,1,0,0,0,0
66918,27169,64,Patrimoniales,Autos,0,1,0,0,1,0
66920,182276,40,Autos,Patrimoniales,0,0,1,0,0,0
66920,27906,40,Patrimoniales,Salud,0,0,1,0,1,0
66933,27185,47,Patrimoniales,Salud,0,0,0,0,1,0
66933,27310,47,Salud,Vida,1,0,0,0,1,0
66935,27938,45,Salud,Vida,1,0,0,0,0,0
66936,27188,41,Vida,Autos,0,1,0,0,0,0
66936,126521,41,Autos,Salud,0,1,1,0,0,0
66937,27189,40,Patrimoniales,Vida,0,0,0,0,1,0
66941,27892,62,Patrimoniales,Vida,0,0,0,0,1,0
66941,27229,62,Vida,Salud,0,1,0,0,1,0
66942,27195,49,Vida,Autos,0,1,0,0,0,0
66942,27536,49,Autos,Salud,0,1,1,0,0,0
66947,28012,35,Vida,Patrimoniales,0,1,0,0,0,0
66951,27845,47,Patrimoniales,Vida,0,0,0,0,1,0
66951,27204,47,Vida,Salud,0,1,0,0,1,0
66951,27953,47,Salud,Autos,1,1,0,0,1,0
66953,27205,53,Vida,Autos,0,1,0,0,0,0
66955,27208,57,Vida,Patrimoniales,0,1,0,0,0,0
66955,27862,57,Patrimoniales,Autos,0,1,0,0,1,0
66956,27954,52,Salud,Vida,1,0,0,0,0,0
66958,27213,51,Vida,Salud,0,1,0,0,0,0
66958,27215,51,Salud,Autos,1,1,0,0,0,0
66966,27225,49,Salud,Vida,1,0,0,0,0,0
66970,28001,46,Vida,Salud,0,1,0,0,0,0
66972,28034,47,Vida,Salud,0,1,0,0,0,0
66978,28010,43,Vida,Salud,0,1,0,0,0,0
66985,27250,45,Salud,Vida,1,0,0,0,0,0
66987,27920,49,Salud,Vida,1,0,0,0,0,0
66991,27261,53,Salud,Vida,1,0,0,0,0,0
66994,28005,48,Vida,Salud,0,1,0,0,0,0
67005,27282,50,Salud,Autos,1,0,0,0,0,0
67005,27813,50,Autos,Vida,1,0,1,0,0,0
67010,27290,43,Salud,Vida,1,0,0,0,0,0
67011,27291,51,Vida,Salud,0,1,0,0,0,0
67013,27927,55,Salud,Vida,1,0,0,0,0,0
67016,27298,46,Vida,Salud,0,1,0,0,0,0
67019,27973,45,Salud,Vida,1,0,0,0,0,0
67026,27315,41,Salud,Vida,1,0,0,0,0,0
67027,27317,43,Vida,Salud,0,1,0,0,0,0
67032,126520,54,Autos,Salud,0,0,1,0,0,0
67032,27324,54,Salud,Vida,1,0,1,0,0,0
67034,27328,33,Salud,Patrimoniales,1,0,0,0,0,0
67038,27890,45,Patrimoniales,Vida,0,0,0,0,1,0
67038,27333,45,Vida,Salud,0,1,0,0,1,0
67041,27337,43,Vida,Autos,0,1,0,0,0,0
